Time	RHum	Temp	Wind Direction	Wind Speed	Gust	Rain	Radiation	mBar
2017:03:07:01:53:03	65	40	214	9	11	0.00	5.46	1014.0
2017:03:07:01:52:03	65	40	214	9	10	0.00	6.44	1014.0
2017:03:07:01:51:03	65	40	228	7	8	0.00	7.78	1013.9
2017:03:07:01:50:03	65	40	223	6	7	0.00	9.47	1013.9
2017:03:07:01:49:03	65	40	211	6	7	0.00	11.08	1013.9
2017:03:07:01:48:03	64	40	193	8	11	0.00	12.70	1013.9
2017:03:07:01:47:03	65	40	188	9	11	0.00	14.02	1013.9
2017:03:07:01:46:03	65	40	194	8	10	0.00	15.30	1013.9
2017:03:07:01:45:03	65	40	194	8	11	0.00	16.48	1013.8
2017:03:07:01:44:03	65	40	204	6	7	0.00	17.11	1013.8
2017:03:07:01:43:03	65	40	199	10	12	0.00	18.06	1013.8
2017:03:07:01:42:03	65	40	211	9	11	0.00	19.07	1013.8
2017:03:07:01:41:03	65	40	212	9	11	0.00	21.53	1013.8
2017:03:07:01:40:03	66	40	210	8	9	0.00	24.93	1013.8
2017:03:07:01:39:03	66	40	191	6	7	0.00	28.10	1013.8
2017:03:07:01:38:03	66	40	185	6	6	0.00	31.80	1013.8
2017:03:07:01:37:03	66	40	216	7	8	0.00	33.83	1013.8
2017:03:07:01:36:03	66	40	211	5	6	0.00	35.17	1013.8
2017:03:07:01:35:03	65	40	215	7	8	0.00	38.41	1013.8
2017:03:07:01:34:03	66	40	197	7	9	0.00	46.56	1013.8
2017:03:07:01:33:03	66	41	227	7	10	0.00	49.46	1013.8
2017:03:07:01:32:03	66	40	199	5	6	0.00	48.38	1013.8
2017:03:07:01:31:03	67	40	215	6	7	0.00	50.91	1013.8
2017:03:07:01:30:03	67	40	177	4	6	0.00	59.57	1013.7
2017:03:07:01:29:03	67	40	195	5	5	0.00	59.97	1013.7
2017:03:07:01:28:03	67	40	199	6	7	0.00	55.39	1013.7
2017:03:07:01:27:03	67	40	159	5	7	0.00	45.18	1013.7
2017:03:07:01:26:03	66	40	209	5	6	0.00	47.74	1013.7
2017:03:07:01:25:03	66	40	213	6	8	0.00	48.28	1013.6
2017:03:07:01:24:03	67	40	218	5	6	0.00	45.79	1013.6
2017:03:07:01:23:03	66	40	170	9	11	0.00	46.93	1013.6
2017:03:07:01:22:03	66	40	184	9	11	0.00	48.95	1013.6
2017:03:07:01:21:03	67	40	171	7	8	0.00	52.39	1013.6
2017:03:07:01:20:03	66	40	165	9	10	0.00	52.15	1013.6
2017:03:07:01:19:03	66	40	204	7	9	0.00	52.19	1013.6
2017:03:07:01:18:03	66	40	164	6	8	0.00	52.02	1013.6
2017:03:07:01:17:03	66	40	198	7	10	0.00	53.00	1013.6
2017:03:07:01:16:03	66	40	188	7	9	0.00	58.18	1013.6
2017:03:07:01:15:03	66	40	189	5	7	0.00	72.87	1013.5
2017:03:07:01:14:03	67	40	192	4	5	0.00	63.10	1013.5
2017:03:07:01:13:03	66	40	218	9	11	0.00	66.94	1013.5
2017:03:07:01:12:03	66	40	203	10	12	0.00	69.64	1013.5
2017:03:07:01:11:03	66	40	166	7	8	0.00	74.56	1013.5
2017:03:07:01:10:03	67	40	200	7	8	0.00	81.53	1013.5
2017:03:07:01:09:03	67	40	176	8	10	0.00	88.27	1013.5
2017:03:07:01:08:03	66	40	217	11	11	0.00	89.75	1013.5
2017:03:07:01:07:03	66	40	217	10	12	0.00	83.08	1013.5
2017:03:07:01:06:03	67	40	177	7	9	0.00	80.72	1013.5
2017:03:07:01:05:03	66	40	220	8	10	0.00	79.34	1013.5
2017:03:07:01:04:03	65	40	222	11	12	0.00	80.08	1013.5
2017:03:07:01:03:03	66	40	206	10	13	0.00	82.78	1013.5
2017:03:07:01:02:03	66	40	212	10	14	0.00	86.21	1013.5
2017:03:07:01:01:03	67	40	205	7	9	0.00	91.00	1013.5
2017:03:07:01:00:03	67	40	178	7	9	0.00	111.28	1013.5
2017:03:07:00:59:03	68	40	214	8	10	0.00	132.74	1013.4
2017:03:07:00:58:03	67	40	207	8	10	0.00	116.10	1013.4
2017:03:07:00:57:03	67	40	185	8	9	0.00	86.72	1013.4
2017:03:07:00:56:03	67	40	173	10	13	0.00	82.84	1013.4
2017:03:07:00:55:03	68	40	192	7	9	0.00	75.23	1013.4
2017:03:07:00:54:03	68	40	191	8	10	0.00	72.06	1013.4
2017:03:07:00:53:03	68	40	178	7	8	0.00	70.48	1013.3
2017:03:07:00:52:03	68	40	170	6	9	0.00	68.66	1013.3
2017:03:07:00:51:03	68	40	183	9	13	0.00	69.23	1013.3
2017:03:07:00:50:03	67	40	183	9	12	0.00	68.97	1013.3
2017:03:07:00:49:03	67	40	178	10	11	0.00	65.70	1013.4
2017:03:07:00:48:03	67	40	194	9	10	0.00	69.77	1013.3
2017:03:07:00:47:03	66	40	196	10	12	0.00	70.95	1013.3
2017:03:07:00:46:03	66	40	179	9	10	0.00	75.16	1013.3
2017:03:07:00:45:03	65	40	215	6	8	0.00	89.25	1013.3
2017:03:07:00:44:03	65	40	195	7	8	0.00	112.83	1013.3
2017:03:07:00:43:03	64	40	176	9	12	0.00	104.88	1013.3
2017:03:07:00:42:03	65	40	203	8	10	0.00	138.91	1013.3
2017:03:07:00:41:03	64	40	206	9	11	0.00	147.73	1013.2
2017:03:07:00:40:03	64	40	223	10	13	0.00	132.47	1013.2
2017:03:07:00:39:03	65	40	189	9	12	0.00	166.33	1013.2
2017:03:07:00:38:03	65	40	154	7	9	0.00	168.69	1013.2
2017:03:07:00:37:03	66	40	160	7	8	0.00	171.01	1013.2
2017:03:07:00:36:03	66	40	193	9	11	0.00	169.73	1013.2
2017:03:07:00:35:03	65	40	220	11	14	0.00	181.76	1013.2
2017:03:07:00:34:03	65	40	225	12	14	0.00	163.94	1013.2
2017:03:07:00:33:03	65	40	215	11	15	0.00	149.22	1013.2
2017:03:07:00:32:03	64	40	214	9	13	0.00	124.72	1013.1
2017:03:07:00:31:03	66	40	193	8	9	0.00	94.67	1013.1
2017:03:07:00:30:03	66	40	195	9	11	0.00	71.36	1013.2
2017:03:07:00:29:03	65	40	194	10	11	0.00	66.23	1013.1
2017:03:07:00:28:03	66	40	206	7	10	0.00	62.93	1013.1
2017:03:07:00:27:03	66	40	194	9	10	0.00	65.56	1013.1
2017:03:07:00:26:03	65	40	219	11	11	0.00	71.86	1013.1
2017:03:07:00:25:03	66	40	222	10	12	0.00	73.17	1013.1
2017:03:07:00:24:03	66	40	217	8	9	0.00	78.23	1013.0
2017:03:07:00:23:03	66	40	205	10	12	0.00	83.52	1013.0
2017:03:07:00:22:03	65	40	217	11	12	0.00	134.96	1013.0
2017:03:07:00:21:03	65	40	220	13	15	0.00	174.45	1013.0
2017:03:07:00:20:03	64	40	206	14	16	0.00	166.73	1013.0
2017:03:07:00:19:03	64	40	204	12	15	0.00	183.00	1013.0
2017:03:07:00:18:03	64	40	221	15	17	0.00	183.48	1013.0
2017:03:07:00:17:03	63	40	222	11	13	0.00	187.15	1012.9
2017:03:07:00:16:03	63	40	211	15	18	0.00	191.09	1012.9
2017:03:07:00:15:03	62	41	213	16	17	0.00	194.76	1012.9
2017:03:07:00:14:03	62	41	204	16	19	0.00	198.90	1012.8
2017:03:07:00:13:03	62	41	210	13	16	0.00	201.13	1012.8
2017:03:07:00:12:03	62	41	189	10	15	0.00	199.17	1012.8
2017:03:07:00:11:03	62	41	202	12	16	0.00	200.99	1012.8
2017:03:07:00:10:03	62	41	205	13	14	0.00	202.54	1012.8
2017:03:07:00:09:03	61	41	211	16	18	0.00	203.56	1012.7
2017:03:07:00:08:03	61	41	221	11	14	0.00	206.82	1012.7
2017:03:07:00:07:03	62	41	202	11	14	0.00	210.77	1012.7
2017:03:07:00:06:03	63	41	208	10	11	0.00	215.21	1012.7
2017:03:07:00:05:03	64	41	202	10	12	0.00	221.11	1012.7
2017:03:07:00:04:03	64	41	175	13	16	0.00	223.60	1012.7
2017:03:07:00:03:03	64	41	159	12	14	0.00	227.81	1012.7
2017:03:07:00:02:03	64	40	176	12	13	0.00	237.21	1012.6
2017:03:07:00:01:03	63	41	164	14	18	0.00	237.51	1012.6
2017:03:07:00:00:03	63	41	158	15	16	0.00	233.34	1012.6
2017:03:06:00:00:02	42	45	147	8	9	0.00	59.29	997.9
2017:03:06:00:01:02	42	45	166	9	10	0.00	62.52	997.9
2017:03:06:00:02:02	42	45	163	7	9	0.00	64.85	997.9
2017:03:06:00:03:02	42	45	145	7	8	0.00	64.61	997.9
2017:03:06:00:04:02	42	45	156	8	11	0.00	60.94	997.9
2017:03:06:00:05:02	42	45	164	7	10	0.00	55.75	997.9
2017:03:06:00:06:02	42	45	176	9	11	0.00	52.45	997.9
2017:03:06:00:07:02	41	45	174	10	12	0.00	47.43	997.9
2017:03:06:00:08:02	42	45	165	9	11	0.00	41.74	997.9
2017:03:06:00:09:02	42	45	167	8	10	0.00	36.95	997.9
2017:03:06:00:10:02	42	45	165	7	8	0.00	32.44	997.9
2017:03:06:00:11:02	42	45	159	7	8	0.00	27.89	997.9
2017:03:06:00:12:02	42	45	144	6	8	0.00	24.02	997.9
2017:03:06:00:13:02	42	45	160	5	7	0.00	20.25	997.9
2017:03:06:00:14:02	43	45	162	5	7	0.00	16.91	997.9
2017:03:06:00:15:02	43	45	160	4	4	0.00	15.33	998.0
2017:03:06:00:16:02	42	45	163	7	8	0.00	14.55	998.0
2017:03:06:00:17:02	42	45	177	8	9	0.00	13.44	998.0
2017:03:06:00:18:02	42	45	176	9	11	0.00	12.03	998.0
2017:03:06:00:19:02	42	45	174	8	9	0.00	11.32	998.0
2017:03:06:00:20:02	42	45	194	6	7	0.00	11.12	998.1
2017:03:06:00:21:02	42	45	172	8	9	0.00	11.52	998.0
2017:03:06:00:22:02	41	45	174	9	11	0.00	13.47	998.0
2017:03:06:00:23:02	41	45	152	7	11	0.00	17.59	998.1
2017:03:06:00:24:02	41	45	174	8	10	0.00	21.16	998.2
2017:03:06:00:25:02	42	45	158	11	18	0.00	23.78	998.1
2017:03:06:00:26:02	42	45	151	14	18	0.00	26.01	998.1
2017:03:06:00:27:02	43	45	204	8	9	0.00	29.48	998.2
2017:03:06:00:28:02	44	45	195	9	10	0.00	33.49	998.2
2017:03:06:00:29:02	44	45	194	11	12	0.00	38.94	998.2
2017:03:06:00:30:02	46	44	205	11	11	0.00	43.36	998.3
2017:03:06:00:31:02	46	44	193	11	12	0.00	45.78	998.3
2017:03:06:00:32:02	46	44	168	10	12	0.00	44.91	998.3
2017:03:06:00:33:02	46	44	168	12	17	0.00	42.51	998.4
2017:03:06:00:34:02	47	44	187	13	18	0.00	39.31	998.4
2017:03:06:00:35:02	48	44	218	14	17	0.00	35.98	998.5
2017:03:06:00:36:02	49	44	162	14	18	0.00	36.11	998.5
2017:03:06:00:37:02	51	44	190	12	15	0.00	38.84	998.5
2017:03:06:00:38:02	52	43	170	14	20	0.00	41.10	998.6
2017:03:06:00:39:02	53	43	162	13	16	0.00	42.82	998.5
2017:03:06:00:40:02	54	43	168	14	18	0.00	46.73	998.6
2017:03:06:00:41:02	55	43	168	12	17	0.00	51.71	998.6
2017:03:06:00:42:02	56	42	186	20	22	0.00	53.63	998.7
2017:03:06:00:43:02	57	42	177	18	20	0.00	54.47	998.6
2017:03:06:00:44:02	58	42	162	19	25	0.00	53.80	998.7
2017:03:06:00:45:02	59	42	176	20	23	0.00	51.91	998.6
2017:03:06:00:46:02	60	41	198	11	14	0.00	48.98	998.7
2017:03:06:00:47:02	61	41	202	18	21	0.00	45.68	998.7
2017:03:06:00:48:02	61	41	174	11	18	0.00	42.01	998.7
2017:03:06:00:49:02	61	41	196	16	20	0.00	38.44	998.7
2017:03:06:00:50:02	62	41	193	13	15	0.00	33.76	998.8
2017:03:06:00:51:02	63	41	179	13	17	0.00	29.00	998.7
2017:03:06:00:52:02	63	41	180	10	11	0.00	25.50	998.7
2017:03:06:00:53:02	63	41	164	12	15	0.00	24.96	998.7
2017:03:06:00:54:02	64	41	176	14	17	0.00	30.72	998.7
2017:03:06:00:55:02	64	41	191	9	12	0.00	47.23	998.7
2017:03:06:00:56:02	64	41	176	11	13	0.00	62.73	998.7
2017:03:06:00:57:02	65	41	174	11	13	0.00	64.31	998.7
2017:03:06:00:58:02	64	41	158	14	16	0.00	58.89	998.7
2017:03:06:00:59:02	65	41	172	10	12	0.00	53.26	998.7
2017:03:06:01:00:02	65	41	162	12	16	0.00	48.51	998.6
2017:03:06:01:01:02	65	41	171	13	16	0.00	42.82	998.6
2017:03:06:01:02:02	65	41	166	14	18	0.00	37.06	998.7
2017:03:06:01:03:02	65	41	163	12	15	0.00	32.91	998.6
2017:03:06:01:04:02	65	41	170	12	16	0.00	30.89	998.7
2017:03:06:01:05:02	65	41	166	13	19	0.00	29.68	998.6
2017:03:06:01:06:02	65	41	162	11	12	0.00	29.34	998.6
2017:03:06:01:07:02	65	41	172	10	11	0.00	29.55	998.6
2017:03:06:01:08:02	65	41	164	9	10	0.00	28.50	998.6
2017:03:06:01:09:02	65	41	162	10	12	0.00	26.31	998.6
2017:03:06:01:10:02	65	41	151	10	14	0.00	23.41	998.6
2017:03:06:01:11:02	65	41	167	7	8	0.00	19.98	998.6
2017:03:06:01:12:02	64	41	153	10	12	0.00	17.28	998.5
2017:03:06:01:13:02	64	41	143	12	17	0.00	15.16	998.6
2017:03:06:01:14:02	63	41	184	15	18	0.00	13.17	998.6
2017:03:06:01:15:02	63	41	179	11	12	0.00	12.30	998.6
2017:03:06:01:16:02	63	41	160	9	11	0.00	12.53	998.5
2017:03:06:01:17:02	63	41	166	9	13	0.00	12.57	998.5
2017:03:06:01:18:02	62	41	163	8	10	0.00	11.35	998.5
2017:03:06:01:19:02	63	41	136	9	10	0.00	10.34	998.6
2017:03:06:01:20:02	62	41	170	9	12	0.00	10.98	998.5
2017:03:06:01:21:02	62	41	175	12	13	0.00	11.62	998.7
2017:03:06:01:22:02	62	41	164	13	19	0.00	13.64	998.6
2017:03:06:01:23:02	61	41	169	17	19	0.00	15.46	998.6
2017:03:06:01:24:02	60	41	179	18	25	0.00	14.39	998.5
2017:03:06:01:25:02	61	41	143	16	19	0.00	13.48	998.6
2017:03:06:01:26:02	60	41	149	18	21	0.00	12.97	998.7
2017:03:06:01:27:02	60	41	157	20	24	0.00	11.39	998.7
2017:03:06:01:28:02	60	41	167	21	25	0.00	9.00	998.7
2017:03:06:01:29:02	61	41	164	18	22	0.00	7.68	998.7
2017:03:06:01:30:02	61	41	155	14	16	0.00	8.15	998.7
2017:03:06:01:31:02	61	41	167	19	22	0.00	8.73	998.6
2017:03:06:01:32:02	61	41	176	14	17	0.00	8.83	998.7
2017:03:06:01:33:02	61	41	134	12	14	0.00	7.88	998.6
2017:03:06:01:34:02	61	41	133	12	16	0.00	7.28	998.7
2017:03:06:01:35:02	61	41	171	11	14	0.00	6.17	998.9
2017:03:06:01:36:02	61	41	171	14	27	0.00	4.48	998.7
2017:03:06:01:37:02	62	41	180	25	29	0.00	3.00	998.7
2017:03:06:01:38:02	64	40	175	16	21	0.00	3.84	998.8
2017:03:06:01:39:02	65	40	134	12	18	0.00	4.45	998.9
2017:03:06:01:40:02	65	40	153	16	24	0.00	4.95	998.7
2017:03:06:01:41:02	65	40	146	18	21	0.00	5.96	998.8
2017:03:06:01:42:02	66	40	187	19	22	0.00	6.70	998.8
2017:03:06:01:43:02	67	40	186	19	27	0.01	6.91	998.8
2017:03:06:01:44:02	68	40	171	14	17	0.00	6.00	998.8
2017:03:06:01:45:02	68	40	170	13	16	0.00	4.82	998.9
2017:03:06:01:46:02	68	40	192	15	19	0.00	4.08	998.9
2017:03:06:01:47:02	68	40	170	20	22	0.00	3.47	998.9
2017:03:06:01:48:02	68	40	171	18	23	0.00	2.80	998.8
2017:03:06:01:49:02	68	40	165	21	27	0.00	2.63	998.8
2017:03:06:01:50:02	68	40	187	20	21	0.00	2.63	998.8
2017:03:06:01:51:02	68	40	157	15	19	0.00	2.63	998.8
2017:03:06:01:52:02	68	40	172	12	14	0.00	2.56	998.8
2017:03:06:01:53:02	68	40	151	13	20	0.00	2.06	998.8
2017:03:06:01:54:02	66	40	168	19	28	0.00	2.02	998.7
2017:03:06:01:55:02	66	40	151	14	16	0.00	1.85	998.7
2017:03:06:01:56:02	66	40	161	20	24	0.00	1.38	998.7
2017:03:06:01:57:02	66	40	153	17	23	0.00	0.98	998.8
2017:03:06:01:58:02	66	40	145	18	23	0.00	0.81	998.8
2017:03:06:01:59:02	66	40	180	18	21	0.00	0.81	998.8
2017:03:06:02:00:02	66	40	164	15	20	0.00	0.71	998.8
2017:03:06:02:01:02	66	40	162	15	19	0.00	0.61	998.7
2017:03:06:02:02:02	66	40	151	14	18	0.00	0.61	998.7
2017:03:06:02:03:02	67	40	169	15	19	0.00	0.40	998.6
2017:03:06:02:04:02	67	40	142	16	21	0.00	0.40	998.7
2017:03:06:02:05:02	67	40	138	19	23	0.00	0.57	998.7
2017:03:06:02:06:02	67	40	160	19	24	0.00	0.61	998.7
2017:03:06:02:07:02	67	40	155	15	19	0.00	0.61	998.8
2017:03:06:02:08:02	67	40	171	17	19	0.00	0.47	998.7
2017:03:06:02:09:02	68	40	171	18	22	0.00	0.34	998.8
2017:03:06:02:10:02	68	40	152	14	17	0.00	0.20	998.7
2017:03:06:02:11:02	68	40	171	22	27	0.00	0.00	998.8
2017:03:06:02:12:02	68	40	145	19	23	0.00	0.00	998.7
2017:03:06:02:13:02	68	40	150	19	23	0.00	0.00	998.7
2017:03:06:02:14:02	68	39	161	17	22	0.00	0.00	998.8
2017:03:06:02:15:02	68	39	164	20	25	0.00	0.00	998.8
2017:03:06:02:16:02	69	39	171	16	21	0.00	0.00	998.8
2017:03:06:02:17:02	69	39	172	20	28	0.00	0.00	998.8
2017:03:06:02:18:02	69	39	161	18	24	0.00	0.00	998.8
2017:03:06:02:19:02	69	39	152	24	27	0.00	0.00	998.8
2017:03:06:02:20:02	69	39	161	18	22	0.00	0.00	998.8
2017:03:06:02:21:02	69	39	159	21	26	0.00	0.00	998.9
2017:03:06:02:22:02	69	39	171	19	24	0.00	0.00	998.9
2017:03:06:02:23:02	69	39	156	10	12	0.00	0.00	998.9
2017:03:06:02:24:02	69	39	177	18	22	0.00	0.00	998.9
2017:03:06:02:25:02	70	39	186	17	19	0.00	0.00	999.0
2017:03:06:02:26:02	70	39	184	13	17	0.00	0.00	998.9
2017:03:06:02:27:02	70	39	172	14	18	0.00	0.00	999.0
2017:03:06:02:28:02	70	39	169	18	25	0.00	0.00	998.9
2017:03:06:02:29:02	70	39	163	17	21	0.00	0.00	999.0
2017:03:06:02:30:02	71	39	158	15	19	0.00	0.00	999.0
2017:03:06:02:31:02	70	39	161	19	22	0.00	0.00	999.0
2017:03:06:02:32:02	70	39	156	16	17	0.00	0.00	999.0
2017:03:06:02:33:02	71	39	178	16	20	0.00	0.00	999.0
2017:03:06:02:34:02	71	39	143	16	26	0.00	0.00	999.1
2017:03:06:02:35:02	71	39	159	18	22	0.00	0.00	999.1
2017:03:06:02:36:02	71	39	185	17	19	0.00	0.00	999.0
2017:03:06:02:37:02	71	39	166	13	17	0.00	0.00	999.1
2017:03:06:02:38:02	71	39	164	18	21	0.00	0.00	999.1
2017:03:06:02:39:02	71	39	166	14	18	0.00	0.00	999.1
2017:03:06:02:40:02	71	39	161	12	13	0.00	0.00	999.1
2017:03:06:02:41:02	71	39	165	13	16	0.00	0.00	999.2
2017:03:06:02:42:02	71	39	173	11	14	0.00	0.00	999.3
2017:03:06:02:43:02	71	39	164	18	21	0.00	0.00	999.2
2017:03:06:02:44:02	71	39	180	18	26	0.00	0.00	999.2
2017:03:06:02:45:02	71	39	163	17	18	0.00	0.00	999.2
2017:03:06:02:46:02	72	39	176	14	20	0.00	0.00	999.2
2017:03:06:02:47:02	72	39	174	14	18	0.00	0.00	999.2
2017:03:06:02:48:02	72	39	162	16	18	0.00	0.00	999.2
2017:03:06:02:49:02	71	39	161	19	23	0.00	0.00	999.3
2017:03:06:02:50:02	71	39	173	21	26	0.00	0.00	999.2
2017:03:06:02:51:02	72	39	187	18	22	0.00	0.00	999.2
2017:03:06:02:52:02	72	39	160	14	18	0.00	0.00	999.3
2017:03:06:02:53:02	72	39	169	13	18	0.00	0.00	999.3
2017:03:06:02:54:02	72	39	170	19	22	0.00	0.00	999.3
2017:03:06:02:55:02	71	39	155	19	24	0.00	0.00	999.3
2017:03:06:02:56:02	72	39	172	15	17	0.00	0.00	999.3
2017:03:06:02:57:02	72	39	176	17	19	0.00	0.00	999.3
2017:03:06:02:58:02	72	39	179	17	20	0.00	0.00	999.2
2017:03:06:02:59:02	72	39	175	13	16	0.00	0.00	999.3
2017:03:06:03:00:02	72	39	150	16	19	0.00	0.00	999.3
2017:03:06:03:01:02	72	39	173	15	16	0.00	0.00	999.4
2017:03:06:03:02:02	72	39	161	19	24	0.00	0.00	999.4
2017:03:06:03:03:02	72	39	170	18	21	0.00	0.00	999.4
2017:03:06:03:04:02	72	39	169	15	20	0.00	0.00	999.4
2017:03:06:03:05:02	72	39	175	20	23	0.00	0.00	999.4
2017:03:06:03:06:02	72	39	174	17	19	0.00	0.00	999.4
2017:03:06:03:07:02	73	39	187	13	15	0.00	0.00	999.5
2017:03:06:03:08:02	73	39	166	11	21	0.00	0.00	999.5
2017:03:06:03:09:02	72	39	174	17	21	0.00	0.00	999.5
2017:03:06:03:10:02	72	39	164	17	22	0.00	0.00	999.5
2017:03:06:03:11:02	72	39	178	14	16	0.00	0.00	999.6
2017:03:06:03:12:02	72	39	189	17	22	0.00	0.00	999.5
2017:03:06:03:13:02	72	39	179	16	17	0.00	0.00	999.6
2017:03:06:03:14:02	72	39	189	11	13	0.00	0.00	999.7
2017:03:06:03:15:02	72	39	184	15	17	0.00	0.00	999.6
2017:03:06:03:16:02	71	39	184	14	17	0.00	0.00	999.6
2017:03:06:03:17:02	71	39	200	16	20	0.00	0.00	999.7
2017:03:06:03:18:02	71	39	185	13	18	0.00	0.00	999.7
2017:03:06:03:19:02	71	39	178	11	15	0.00	0.00	999.7
2017:03:06:03:20:02	71	39	180	15	18	0.00	0.00	999.7
2017:03:06:03:21:02	71	39	174	15	17	0.00	0.00	999.7
2017:03:06:03:22:02	71	39	211	16	20	0.00	0.00	999.7
2017:03:06:03:23:02	71	39	175	7	9	0.00	0.00	999.7
2017:03:06:03:24:02	71	39	206	8	8	0.00	0.00	999.7
2017:03:06:03:25:02	72	39	170	7	9	0.00	0.00	999.8
2017:03:06:03:26:02	71	39	179	9	14	0.00	0.00	999.8
2017:03:06:03:27:02	71	39	206	9	13	0.00	0.00	999.8
2017:03:06:03:28:02	71	39	211	15	17	0.00	0.00	999.9
2017:03:06:03:29:02	72	39	204	12	15	0.00	0.00	999.8
2017:03:06:03:30:02	71	39	202	13	17	0.00	0.00	999.8
2017:03:06:03:31:02	71	39	200	13	16	0.00	0.00	999.9
2017:03:06:03:32:02	72	39	187	13	17	0.00	0.00	999.9
2017:03:06:03:33:02	71	39	187	14	17	0.00	0.00	999.9
2017:03:06:03:34:02	72	39	191	12	14	0.00	0.00	999.9
2017:03:06:03:35:02	72	39	166	10	12	0.00	0.00	1000.0
2017:03:06:03:36:02	72	39	181	9	13	0.00	0.00	1000.0
2017:03:06:03:37:02	72	39	185	12	13	0.00	0.00	1000.0
2017:03:06:03:38:02	72	39	162	14	20	0.00	0.00	1000.0
2017:03:06:03:39:02	72	39	183	13	14	0.00	0.00	1000.0
2017:03:06:03:40:02	72	39	179	12	18	0.00	0.00	1000.0
2017:03:06:03:41:02	72	39	178	13	17	0.00	0.00	1000.1
2017:03:06:03:42:02	72	39	201	10	12	0.00	0.00	1000.1
2017:03:06:03:43:02	73	39	191	8	8	0.00	0.00	1000.1
2017:03:06:03:44:02	73	39	188	8	9	0.00	0.00	1000.1
2017:03:06:03:45:02	72	39	198	8	12	0.00	0.00	1000.1
2017:03:06:03:46:02	72	39	170	7	8	0.00	0.00	1000.1
2017:03:06:03:47:02	72	39	209	9	14	0.00	0.00	1000.2
2017:03:06:03:48:02	72	39	174	9	11	0.00	0.00	1000.2
2017:03:06:03:49:02	72	39	191	9	11	0.00	0.00	1000.2
2017:03:06:03:50:02	72	39	196	8	11	0.00	0.00	1000.2
2017:03:06:03:51:02	72	39	172	8	10	0.00	0.00	1000.3
2017:03:06:03:52:02	72	39	182	8	11	0.00	0.00	1000.3
2017:03:06:03:53:02	72	39	223	8	8	0.00	0.00	1000.3
2017:03:06:03:54:02	72	39	187	8	10	0.00	0.00	1000.4
2017:03:06:03:55:02	71	39	195	13	15	0.00	0.00	1000.3
2017:03:06:03:56:02	71	39	199	12	13	0.00	0.00	1000.4
2017:03:06:03:57:02	71	39	185	11	13	0.00	0.00	1000.4
2017:03:06:03:58:02	70	39	196	13	15	0.00	0.00	1000.4
2017:03:06:03:59:02	70	39	197	15	17	0.00	0.00	1000.4
2017:03:06:04:00:02	70	39	217	16	20	0.00	0.00	1000.5
2017:03:06:04:01:02	70	39	211	14	18	0.00	0.00	1000.5
2017:03:06:04:02:02	70	39	183	16	18	0.00	0.00	1000.5
2017:03:06:04:03:02	69	39	188	19	22	0.00	0.00	1000.5
2017:03:06:04:04:02	69	39	195	17	21	0.00	0.00	1000.5
2017:03:06:04:05:02	70	39	193	13	16	0.00	0.00	1000.5
2017:03:06:04:06:02	69	39	196	17	20	0.00	0.00	1000.5
2017:03:06:04:07:02	70	39	171	16	21	0.00	0.00	1000.5
2017:03:06:04:08:02	70	39	194	16	23	0.00	0.00	1000.5
2017:03:06:04:09:02	70	39	190	10	12	0.00	0.00	1000.6
2017:03:06:04:10:02	70	39	165	16	18	0.00	0.00	1000.6
2017:03:06:04:11:02	70	39	180	11	15	0.00	0.00	1000.6
2017:03:06:04:12:02	71	39	185	8	12	0.00	0.00	1000.6
2017:03:06:04:13:02	71	39	193	10	12	0.00	0.00	1000.6
2017:03:06:04:14:02	71	39	162	9	14	0.00	0.00	1000.7
2017:03:06:04:15:02	71	39	172	9	11	0.00	0.00	1000.7
2017:03:06:04:16:02	71	39	176	9	10	0.00	0.00	1000.7
2017:03:06:04:17:02	71	39	190	11	14	0.00	0.00	1000.7
2017:03:06:04:18:02	71	39	191	8	12	0.00	0.00	1000.8
2017:03:06:04:19:02	71	39	177	12	15	0.00	0.00	1000.8
2017:03:06:04:20:02	71	39	203	15	18	0.00	0.00	1000.8
2017:03:06:04:21:02	71	39	209	14	17	0.00	0.00	1000.8
2017:03:06:04:22:02	72	39	176	9	11	0.00	0.00	1000.8
2017:03:06:04:23:02	72	39	213	12	14	0.00	0.00	1000.9
2017:03:06:04:24:02	72	39	190	15	18	0.00	0.00	1000.9
2017:03:06:04:25:02	72	39	184	14	17	0.00	0.00	1000.9
2017:03:06:04:26:02	72	39	186	12	14	0.00	0.00	1000.9
2017:03:06:04:27:02	72	39	195	12	14	0.00	0.00	1000.9
2017:03:06:04:28:02	72	39	180	13	16	0.00	0.00	1000.9
2017:03:06:04:29:02	72	39	193	11	12	0.00	0.00	1000.9
2017:03:06:04:30:02	73	39	193	9	13	0.00	0.00	1001.0
2017:03:06:04:31:02	73	39	207	9	11	0.00	0.00	1001.0
2017:03:06:04:32:02	73	39	207	8	9	0.00	0.00	1001.0
2017:03:06:04:33:02	72	39	216	13	15	0.00	0.00	1001.1
2017:03:06:04:34:02	72	39	205	13	17	0.00	0.00	1001.1
2017:03:06:04:35:02	72	39	185	11	13	0.00	0.00	1001.0
2017:03:06:04:36:02	73	39	188	12	15	0.00	0.00	1001.1
2017:03:06:04:37:02	73	39	182	14	19	0.00	0.00	1001.1
2017:03:06:04:38:02	73	39	179	11	13	0.00	0.00	1001.1
